name,description,date,amount
MATHESON TRIGAS INC,Official Functions,5/3/11,14.14
MATHESON TRIGAS INC,Classroom Supplies,5/5/11,476.32
MATHESON TRIGAS INC,Classroom Supplies,5/5/11,699.12
MATHESON TRIGAS INC,Classroom Supplies,5/5/11,335.62
MATHESON TRIGAS INC,Classroom Supplies,5/5/11,86.71
MATHESON TRIGAS INC,Classroom Supplies,5/5/11,4.03
MATHESON TRIGAS INC,Classroom Supplies,5/10/11,615.19
MATHESON TRIGAS INC,Classroom Supplies,5/10/11,8.06
MATHESON TRIGAS INC,Classroom Supplies,5/10/11,85
MATHESON TRIGAS INC,Classroom Supplies,5/10/11,43.13
MATHESON TRIGAS INC,Classroom Supplies,5/10/11,7.8
MATHESON TRIGAS INC,Classroom Supplies,5/10/11,50.7
MATHESON TRIGAS INC,Classroom Supplies,5/10/11,472.55
MATHESON TRIGAS INC,Classroom Supplies,5/10/11,129.48
MATHESON TRIGAS INC,Classroom Supplies,5/10/11,74.25
MATHESON TRIGAS INC,Classroom Supplies,5/17/11,620.94
MATHESON TRIGAS INC,Official Functions,5/19/11,13.68
MATHESON TRIGAS INC,Official Functions,5/19/11,31.2
MATHESON TRIGAS INC,Official Functions,5/19/11,46.8
MATHESON TRIGAS INC,Official Functions,5/19/11,3.9
MATHESON TRIGAS INC,Official Functions,5/19/11,11.7
MATHESON TRIGAS INC,Official Functions,5/19/11,23.4
MATHESON TRIGAS INC,Official Functions,5/19/11,3.9
MATHESON TRIGAS INC,Official Functions,5/19/11,35.1
MATHESON TRIGAS INC,Official Functions,5/19/11,78
MATHESON TRIGAS INC,Official Functions,5/19/11,466.7
MATHESON TRIGAS INC,Official Functions,5/19/11,14.22
MATHESON TRIGAS INC,Official Functions,5/19/11,23.4
MATHESON TRIGAS INC,Official Functions,5/19/11,15.6
MATHESON TRIGAS INC,Official Functions,5/19/11,23.92
MATHESON TRIGAS INC,Official Functions,5/19/11,312.52
MATHESON TRIGAS INC,Official Functions,5/19/11,112.53
MATHESON TRIGAS INC,Official Functions,5/19/11,15.6
MATHESON TRIGAS INC,Official Functions,5/19/11,36.24
MATHESON TRIGAS INC,Official Functions,5/19/11,7.8
MATHESON TRIGAS INC,Official Functions,5/19/11,31.2
MATHESON TRIGAS INC,Official Functions,5/19/11,19.5
MATHESON TRIGAS INC,Official Functions,5/19/11,22.02
MATHESON TRIGAS INC,Official Functions,5/19/11,11.7
MATHESON TRIGAS INC,Official Functions,5/19/11,7.8
MATHESON TRIGAS INC,Classroom Supplies,5/24/11,14.22
MATHESON TRIGAS INC,Classroom Supplies,5/26/11,416.78
MATHESON TRIGAS INC,Classroom Supplies,5/26/11,59.64
MATHESON TRIGAS INC,Classroom Supplies,6/1/11,44
MATHESON TRIGAS INC,Classroom Supplies,6/1/11,291.2
MATHESON TRIGAS INC,Classroom Supplies,6/1/11,352.44
MATHESON TRIGAS INC,Classroom Supplies,6/1/11,85.54
MATHESON TRIGAS INC,Classroom Supplies,6/1/11,3.9
MATHESON TRIGAS INC,Classroom Supplies,6/1/11,35
MATHESON TRIGAS INC,Fertilizers & Chemicals,6/2/11,49.5
MATHESON TRIGAS INC,Classroom Supplies,6/7/11,44.33
MATHESON TRIGAS INC,Classroom Supplies,6/9/11,429
MATHESON TRIGAS INC,Classroom Supplies,6/9/11,1070.35
MATHESON TRIGAS INC,Official Functions,6/21/11,75
MATHESON TRIGAS INC,Official Functions,6/21/11,14.14
MATHESON TRIGAS INC,Maintenance Supplies,6/23/11,157.2
MATHESON TRIGAS INC,Classroom Supplies,6/28/11,81.15
MATHESON TRIGAS INC,Classroom Supplies,6/30/11,387.09
MATHESON TRIGAS INC,Classroom Supplies,6/30/11,105.16
MATHESON TRIGAS INC,Departmental Supplies,7/7/11,29.48
MATHESON TRIGAS INC,Minor Equipment,7/7/11,8224
MATHESON TRIGAS INC,Classroom Supplies,7/12/11,44.08
MATHESON TRIGAS INC,Memberships,7/12/11,13.68
MATHESON TRIGAS INC,Classroom Supplies,7/14/11,12.09
MATHESON TRIGAS INC,Classroom Supplies,7/14/11,4.03
MATHESON TRIGAS INC,Classroom Supplies,7/14/11,24.18
MATHESON TRIGAS INC,Classroom Supplies,7/14/11,36.27
MATHESON TRIGAS INC,Classroom Supplies,7/14/11,506.84
MATHESON TRIGAS INC,Classroom Supplies,7/14/11,21.06
MATHESON TRIGAS INC,Classroom Supplies,7/14/11,8.06
MATHESON TRIGAS INC,Classroom Supplies,7/14/11,14.69
MATHESON TRIGAS INC,Fertilizers & Chemicals,7/19/11,124.93
MATHESON TRIGAS INC,Fertilizers & Chemicals,7/19/11,8.06
MATHESON TRIGAS INC,Fertilizers & Chemicals,7/19/11,32.24
MATHESON TRIGAS INC,Fertilizers & Chemicals,7/19/11,20.15
MATHESON TRIGAS INC,Fertilizers & Chemicals,7/19/11,12.09
MATHESON TRIGAS INC,Fertilizers & Chemicals,7/19/11,22.75
MATHESON TRIGAS INC,Fertilizers & Chemicals,7/19/11,352.44
MATHESON TRIGAS INC,Fertilizers & Chemicals,7/19/11,385.5
MATHESON TRIGAS INC,Fertilizers & Chemicals,7/19/11,115.26
MATHESON TRIGAS INC,Fertilizers & Chemicals,7/19/11,37.45
MATHESON TRIGAS INC,Fertilizers & Chemicals,7/19/11,48.36
MATHESON TRIGAS INC,Fertilizers & Chemicals,7/19/11,32.24
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,42.66
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,11.7
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,3.9
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,83.33
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,23.4
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,35.1
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,491.4
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,7.8
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,14.22
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,425.1
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,15.6
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,120.9
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,19.76
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,31.2
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,3.9
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,11.7
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,22.02
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,294.84
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,174.6
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,469.3
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,14.22
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,36.24
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,7.8
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,31.2
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,46.8
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,78
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,15.6
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,23.4
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,4.03
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,3.9
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,41.25
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,30.55
MATHESON TRIGAS INC,Classroom Supplies,7/21/11,49.5
MATHESON TRIGAS INC,Classroom Supplies,7/26/11,7.8
MATHESON TRIGAS INC,Classroom Supplies,7/28/11,16.38
MATHESON TRIGAS INC,Classroom Supplies,8/2/11,61.63
MATHESON TRIGAS INC,Classroom Supplies,8/2/11,59.64
MATHESON TRIGAS INC,Fertilizers & Chemicals,8/5/11,66
MATHESON TRIGAS INC,Classroom Supplies,8/9/11,944.86
MATHESON TRIGAS INC,Classroom Supplies,8/18/11,477.23
MATHESON TRIGAS INC,Classroom Supplies,8/18/11,14.69
MATHESON TRIGAS INC,Classroom Supplies,8/18/11,14.69
MATHESON TRIGAS INC,Classroom Supplies,8/18/11,4.03
MATHESON TRIGAS INC,Classroom Supplies,8/18/11,4.03
MATHESON TRIGAS INC,Classroom Supplies,8/18/11,446.42
MATHESON TRIGAS INC,Classroom Supplies,8/18/11,483.6
MATHESON TRIGAS INC,Classroom Supplies,8/18/11,415.09
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,24.18
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,36.27
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,4.03
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,12.09
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,84.63
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,44.08
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,14.69
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,8.06
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,507.78
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,48.36
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,32.24
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,83.34
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,127.45
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,24.7
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,24.18
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,16.12
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,16.12
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,4.03
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,304.93
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,304.67
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,80.6
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,86.19
MATHESON TRIGAS INC,Maintenance Supplies,8/23/11,148.5
MATHESON TRIGAS INC,Official Functions,8/23/11,14.14
MATHESON TRIGAS INC,Service Contracts,8/25/11,69.66
MATHESON TRIGAS INC,Service Contracts,8/25/11,8.75
MATHESON TRIGAS INC,Service Contracts,8/25/11,140.25
MATHESON TRIGAS INC,Service Contracts,8/25/11,24.96
MATHESON TRIGAS INC,Service Contracts,8/25/11,41.25
MATHESON TRIGAS INC,Service Contracts,8/25/11,41.25
MATHESON TRIGAS INC,Service Contracts,8/25/11,27.69
MATHESON TRIGAS INC,Service Contracts,8/25/11,187.46
MATHESON TRIGAS INC,Service Contracts,8/25/11,37.45
MATHESON TRIGAS INC,Service Contracts,8/25/11,20.15
MATHESON TRIGAS INC,Service Contracts,8/25/11,8.06
MATHESON TRIGAS INC,Service Contracts,8/25/11,32.24
MATHESON TRIGAS INC,Service Contracts,8/25/11,8.06
MATHESON TRIGAS INC,Service Contracts,8/25/11,119.29
MATHESON TRIGAS INC,Service Contracts,8/25/11,16.12
MATHESON TRIGAS INC,Classroom Supplies,8/30/11,1062.99
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,9/14/10,183.02
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,9/14/10,659.88
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,9/14/10,233.31
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,11/2/10,301.94
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,11/4/10,182.98
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,11/4/10,659.88
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,11/4/10,233.31
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,11/9/10,233.31
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,11/9/10,659.88
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,11/16/10,191.87
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,11/16/10,69.71
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,12/2/10,249.52
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,12/2/10,80.71
MATTHEW BENDER & CO INC,"Books, Booklets & Tapes",12/7/10,136.46
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,12/21/10,233.31
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,12/21/10,659.88
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,12/21/10,191.87
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,1/19/11,69.71
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,1/19/11,86.71
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,1/19/11,245.52
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,1/19/11,380.94
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,1/19/11,210.06
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,1/19/11,233.31
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,1/19/11,659.88
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,1/19/11,191.87
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,2/15/11,246.52
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,2/15/11,465.19
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,2/15/11,191.87
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,2/15/11,233.31
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,2/15/11,659.88
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,3/10/11,181.52
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,3/17/11,659.88
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,3/17/11,191.87
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,3/17/11,233.31
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,3/24/11,244.52
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,4/12/11,16.22
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,4/28/11,317.94
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,5/10/11,85.71
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,5/17/11,244.4
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,5/17/11,233.39
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,5/17/11,659.88
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,5/17/11,191.87
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,5/17/11,659.88
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,5/17/11,191.87
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,6/7/11,90.71
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,6/16/11,659.88
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,6/16/11,244.4
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,6/16/11,191.87
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,6/23/11,72.71
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,6/23/11,72.71
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,6/28/11,1357.01
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,7/19/11,244.4
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,7/19/11,191.87
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,7/19/11,659.83
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,8/16/11,690.84
MATTHEW BENDER & CO INC,Books-Specialized Book Purchases,8/23/11,261.52
MATTHEW BOURBON,Guest Lecturer/Performer,4/5/11,150
MATTHEW BOURBON,Non-Inv Furniture,7/19/11,1000
MATTHEW G. BICE,Contract Labor,12/21/10,750
MATTHEW G. BICE,Other Contracted Svces/Labor,5/26/11,600
MATTHEW J. MARTINEZ,Athletic Officials,12/14/10,100
MATTHEW J. MARTINEZ,Athletic Officials,2/22/11,100
MAUREEN H. POWERS,Special Travel,8/11/11,402.37
MAURICE GARCIA,Minor Equipment,12/14/10,7243.75
MAURICE GARCIA,Departmental Supplies,1/25/11,2680.03
MAX-R,Repairs-Buildings,3/8/11,10672.9
MAX-R,Minor Equipment,6/14/11,3200
MAX-R,Repairs-Buildings,8/18/11,2492.12
MAXI AIDS INC,Non-Inv Equipment,3/24/11,25.6
MAYSE & ASSOCIATES INC,Consultant,9/16/10,752.64
MAYSE & ASSOCIATES INC,Renov Architects & Engrs,11/11/10,2463.26
MAYSE & ASSOCIATES INC,Renov Architects & Engrs,11/11/10,5.45
MAYSE & ASSOCIATES INC,Consultant,11/16/10,5448.58
MAYSE & ASSOCIATES INC,Consultant,12/16/10,2409.03
MAYSE & ASSOCIATES INC,Consultant,1/13/11,2451.07
MAYSE & ASSOCIATES INC,Consultant,2/15/11,4674.16
MAYSE & ASSOCIATES INC,Consultant,3/8/11,856.42
MAYSE & ASSOCIATES INC,Consultant,4/5/11,5823.15
MAYSE & ASSOCIATES INC,Consultant,5/5/11,528.58
MAYSE & ASSOCIATES INC,Consultant,6/2/11,4019.28
MAYSE & ASSOCIATES INC,Consultant,7/7/11,15.71
MAYSE & ASSOCIATES INC,Consultant,8/2/11,9715.78
MBE INSTITUTE FOR PUBLIC POLIC,Seminar/Registration Fees,1/25/11,85
MBS,Postage & Freight,10/12/10,12.5
MBS,Postage & Freight,3/17/11,15
MBS,Postage & Freight,4/28/11,7.5
MBS,Postage & Freight,5/24/11,6.5
MBS,Postage & Freight,5/24/11,7.5
MBS,Postage & Freight,5/26/11,-12.48
MBS,Postage & Freight,5/26/11,-19.84
MBS,Postage & Freight,5/26/11,102.75
MCALLISTER SOFTWARE SYSTEMS IN,Other Contracted Svces/Labor,1/13/11,200
MCCONNELL & JONES LLP,Audit Fees-Financial Statement,9/8/10,60000
MCCONNELL & JONES LLP,Audit Fees-Financial Statement,1/27/11,54665
MCCONNELL & JONES LLP,Audit Fees-Financial Statement,3/8/11,4790
MCCOY,Clubs,11/9/10,357.74
MCCOY,Clubs,3/8/11,1674.31
MCCOY,Clubs,8/2/11,2555.35
MCCOY,Clubs,8/2/11,193.93
MCDONALD'S,Refreshments,3/10/11,134.75
MCDONALD'S,Refreshments,5/10/11,134.75
MCDONALD'S,Refreshments,6/28/11,179.7
MCDONALD'S,Refreshments,7/26/11,146.86
MCDONALD'S,Refreshments,7/26/11,144.87
MCDONALD'S,Refreshments,7/26/11,148.17
MCDONALD'S,Refreshments,7/26/11,199.15
MCDONALD'S,Refreshments,8/2/11,136
MCDOWELL MACHINERY & SUPPLY CO,Minor Equipment,10/7/10,4781
MCDOWELL MACHINERY & SUPPLY CO,Minor Equipment,8/30/11,2994
MCGRAW-HILL COMPANIES,Bound Periodicals & Papers,4/14/11,157.15
MCGRAW-HILL COMPANIES ENR,Tests & Testing Services,9/2/10,1705.5
MCGRAW-HILL COMPANIES ENR,Classroom Supplies,11/2/10,111.08
MCGRAW-HILL COMPANIES ENR,Bound Periodicals & Papers,11/24/10,215.92
MCGRAW-HILL COMPANIES ENR,Office Supplies,1/6/11,59.66
MCGRAW-HILL COMPANIES ENR,Tests & Testing Services,3/24/11,1791
MCGRAW-HILL COMPANIES ENR,"Books, Booklets & Tapes",3/31/11,82
MCGRAW-HILL COMPANIES ENR,"Books, Booklets & Tapes",4/5/11,270.34
MCGRAW-HILL COMPANIES ENR,Tests & Testing Services,5/12/11,1791
MCGRAW-HILL COMPANIES ENR,"Books, Booklets & Tapes",5/19/11,134.34
MCGRAW-HILL COMPANIES ENR,"Books, Booklets & Tapes",5/19/11,38.38
MCGRAW-HILL COMPANIES ENR,"Books, Booklets & Tapes",6/2/11,243.29
MCGRAW-HILL COMPANIES ENR,Tests & Testing Services,6/23/11,1791
"MCGRIFF, SEIBELS & WILLIAMS IN",Prepaid Expenditures,8/2/11,8468
MCLENNAN COMMUNITY COLLEGE,Grants Pass-Thru Funds,12/7/10,88294.07
MCLENNAN COMMUNITY COLLEGE,Grants Pass-Thru Funds,1/27/11,66982.9
MCLENNAN COMMUNITY COLLEGE,Grants Pass-Thru Funds,5/3/11,63374.56
MCLENNAN COMMUNITY COLLEGE,Grants Pass-Thru Funds,7/28/11,61803.78
MCMASTER-CARR SUPPLY COMPANY,Electrical Supplies,9/2/10,410.15
MCMASTER-CARR SUPPLY COMPANY,Departmental Supplies,12/9/10,64.19
MCMASTER-CARR SUPPLY COMPANY,Plumbing Supplies,3/3/11,164.56
MCMASTER-CARR SUPPLY COMPANY,Plumbing Supplies,3/8/11,137.4
MCMASTER-CARR SUPPLY COMPANY,Plumbing Supplies,4/12/11,523.29
MCMASTER-CARR SUPPLY COMPANY,Plumbing Supplies,4/19/11,393.93
MCMASTER-CARR SUPPLY COMPANY,Electrical Supplies,6/21/11,533.23
MCMASTER-CARR SUPPLY COMPANY HVAC,Supplies,6/28/11,492.6
"MCMILLAN, JAMES EQUIPMENT CO L",Repairs-Physical Plant Equipment,9/14/10,410
MCNAUGHTON BOOK SERVICE,Rental/Lease-LRC Materials,9/8/10,2970
MCNAUGHTON BOOK SERVICE,Rental/Lease-LRC Materials,10/26/10,2574
MCNAUGHTON BOOK SERVICE,Rental/Lease-LRC Materials,11/11/10,2772
MCNAUGHTON BOOK SERVICE,Books,12/14/10,142.5
MCNAUGHTON BOOK SERVICE,Rental/Lease-LRC Materials,3/15/11,2970
MCNAUGHTON BOOK SERVICE,Rental/Lease-LRC Materials,6/1/11,1584
MCNAUGHTON BOOK SERVICE,Books-Specialized Book Purchases,6/7/11,204
MCNAUGHTON BOOK SERVICE LRC,Supplies,7/26/11,127.5
MCSHAN FLORISTS INC,Miscellaneous,9/14/10,68.5
MCSHAN FLORISTS INC,Miscellaneous,9/21/10,108.5
MCSHAN FLORISTS INC,Miscellaneous,10/14/10,93.5
MCSHAN FLORISTS INC,Miscellaneous,10/26/10,58.5
MCSHAN FLORISTS INC,Miscellaneous,10/28/10,63.37
MCSHAN FLORISTS INC,Miscellaneous,11/11/10,58.5
MCSHAN FLORISTS INC,Miscellaneous,11/23/10,58.5
MCSHAN FLORISTS INC,Miscellaneous,2/24/11,44.5
MCSHAN FLORISTS INC,Miscellaneous,2/24/11,59.5
MCSHAN FLORISTS INC,Miscellaneous,2/24/11,109.5
MCSHAN FLORISTS INC,Miscellaneous,3/10/11,74.5
MCSHAN FLORISTS INC,Miscellaneous,3/10/11,69.5
MCSHAN FLORISTS INC,Miscellaneous,4/5/11,69.5
MCSHAN FLORISTS INC,Miscellaneous,4/14/11,54.5
MCSHAN FLORISTS INC,Miscellaneous,4/14/11,64.5
MCSHAN FLORISTS INC,Miscellaneous,4/14/11,79.5
MCSHAN FLORISTS INC,Miscellaneous,4/14/11,54.5
MCSHAN FLORISTS INC,Official Functions,5/17/11,69.5
MCSHAN FLORISTS INC,Official Functions,5/17/11,69.5
MCSHAN FLORISTS INC,Miscellaneous,6/14/11,69.5
MCSHAN FLORISTS INC,Departmental Supplies,6/21/11,194.5
MCSHAN FLORISTS INC,Departmental Supplies,6/23/11,209.5
MCSHAN FLORISTS INC,Miscellaneous,7/19/11,69.5
MCSHAN FLORISTS INC,Miscellaneous,7/26/11,59.5
MCSHAN FLORISTS INC,Miscellaneous,7/26/11,64.5
MCSHAN FLORISTS INC,Miscellaneous,8/18/11,59.5
MED-FIT SYSTEMS INC,Repairs-Classroom Equipment,5/10/11,203.5
MEDCO SUPPLY COMPANY,Departmental Supplies,10/12/10,114.87
MEDCO SUPPLY COMPANY,Departmental Supplies,10/26/10,120.95
MEDCO SUPPLY COMPANY,Departmental Supplies,11/11/10,171.9
MEDCO SUPPLY COMPANY,Classroom Supplies,12/21/10,105.16
MEDCO SUPPLY COMPANY,Departmental Supplies,5/3/11,148.4
MEDEAS HOUSE OF PLAY,Other Contracted Svces/Labor,9/28/10,150
MEDEAS HOUSE OF PLAY,Other Contracted Svces/Labor,10/14/10,150
MEDEAS HOUSE OF PLAY,Other Contracted Svces/Labor,10/26/10,150
MEDEAS HOUSE OF PLAY,Other Contracted Svces/Labor,11/2/10,150
MEDEAS HOUSE OF PLAY,Other Contracted Svces/Labor,11/23/10,150
MEDEAS HOUSE OF PLAY,Other Contracted Svces/Labor,1/4/11,225
MEDEAS HOUSE OF PLAY,Other Contracted Svces/Labor,2/22/11,150
MEDEAS HOUSE OF PLAY,Other Contracted Svces/Labor,3/29/11,375
MEDEAS HOUSE OF PLAY,Other Contracted Svces/Labor,4/14/11,300
MEDEAS HOUSE OF PLAY,Other Contracted Svces/Labor,5/24/11,450
MEDFILMS INC,"Books, Booklets & Tapes",10/26/10,305
MEDIA EDUCATION FOUNDATION,Departmental Supplies,4/7/11,350
MEDIA NETWORKS INC,Advertising,1/11/11,606.61
MEDIA NETWORKS INC,Advertising,1/25/11,8994.37
MEDIA NETWORKS INC,Advertising,2/24/11,8542.74
MEDIA NETWORKS INC,Advertising,3/29/11,5856.28
MEDIA PARTNERS CORPORATION,Classroom Supplies,9/14/10,671.25
MEDIBAG COMPANY,Advertising,11/9/10,595
MEDIBAG COMPANY,Advertising,11/9/10,695
MEDIBAG COMPANY,Advertising,11/9/10,595
MEDIBAG COMPANY,Advertising,11/9/10,595
MEDIBAG COMPANY,Advertising,11/16/10,595
MEDICAL EDUCATION TECHNOLOGIES,Equip.-Instructional,3/24/11,85104.85
MEDICAL EDUCATION TECHNOLOGIES,Minor Equipment,4/21/11,2660
MEDICAL GROUP MANAGEMENT ASSN,Promotional Activities,7/6/11,923.75
MEDICAL TRAINING SOLUTIONS INC,"Books, Booklets & Tapes",1/4/11,395
MEDIFECTA HEALTHCARE TRAINING,"Copyrights, Royalties & Licens",2/15/11,5395.11
MEDIUS/CISCO MARKETPLACE,Seminar/Registration Fees,5/17/11,1395
MEETING & EVENT CONNECTIONS,Seminar/Registration Fees,9/30/10,250
MEETING & EVENT CONNECTIONS,Promotional Activities,10/5/10,625
MEETING PROFESSIONALS INTERNAT,Memberships,1/11/11,195
MELANIE L. SMART,Clearing,9/28/10,29
MELIOR INC,Non-Inv Software,9/14/10,2500
MELODY B. HENRICKS,Guest Lecturer/Performer,10/28/10,450
MELODY L. STANFORD,Clubs,12/16/10,166.4
MELTWATER NEWS US INC,Other Contracted Svces/Labor,3/17/11,5600
MELVIN J. WILLIAMS,Athletic Officials,1/27/11,100
MELVIN J. WILLIAMS,Athletic Officials,2/24/11,100
MELVIN MACHAYO,Athletic Officials,10/12/10,85
MENDIO PUBLISHING SERVICE,Advertising,8/23/11,1500
MERCHANTS BAKERY SUPPLIES INC,Food & Related Supplies,10/19/10,272.69
MERCHANTS BAKERY SUPPLIES INC,Classroom Supplies,11/16/10,626.59
MERCHANTS BAKERY SUPPLIES INC,Classroom Supplies,11/18/10,18.6
MERCHANTS BAKERY SUPPLIES INC,Food & Related Supplies,12/2/10,535.27
MERCHANTS BAKERY SUPPLIES INC,Food & Related Supplies,12/2/10,105.66
MERCHANTS BAKERY SUPPLIES INC,Food & Related Supplies,4/19/11,70.65
MERCHANTS BAKERY SUPPLIES INC,Food & Related Supplies,5/3/11,590.01
MERCHANTS BAKERY SUPPLIES INC,Food & Related Supplies,6/16/11,210.44
MERCHANTS BAKERY SUPPLIES INC,Classroom Supplies,7/14/11,538
MERCURY SERVICES LLC,Repairs-Buildings,8/2/11,9575
MERCY A. KENDRY,Miscellaneous Receivables,6/14/11,10
MERCY STREET INC,Advertising,9/28/10,350
MEREDITH E. FRICKE,Consultant,6/30/11,400
MERGENT FIS,Other Contracted Svces/Labor,9/9/10,7975
MERGENT FIS,Bound Periodicals & Papers,10/19/10,470
MERGENT FIS,Bound Periodicals & Papers,1/27/11,430
MERGENT FIS,Bound Periodicals & Papers,5/17/11,470
MERIAL,Classroom Supplies,9/8/10,546
MERIAL,Classroom Supplies,9/21/10,226.2
MERIAL,Classroom Supplies,7/7/11,274.8
